conflict_phase,total_fare_usd
COVID-19 Collapse,490.72
COVID-19 Collapse,530.52
COVID-19 Collapse,513.99
COVID-19 Collapse,774.5
COVID-19 Collapse,556.92
Recovery & Surge,1674.83
Recovery & Surge,1665.77
Recovery & Surge,1673.27
Recovery & Surge,1596.28
Recovery & Surge,1761.0
Recovery & Surge,1752.62
Recovery & Surge,1707.06
Recovery & Surge,1672.02
Recovery & Surge,1537.66
Ukraine War Shock,2480.63
Ukraine War Shock,2375.66
Ukraine War Shock,1895.73
Ukraine War Shock,2167.07
Ukraine War Shock,1852.62
Ukraine War Shock,2095.45
Ukraine War Shock,1852.4
Ukraine War Shock,2123.64
Ukraine War Shock,1971.43
Ukraine War Shock,1836.65
Stabilisation,1614.58
Stabilisation,1442.24
Stabilisation,1629.57
Stabilisation,1421.24
Stabilisation,1557.29
Stabilisation,1628.12
Stabilisation,1500.99
Stabilisation,1555.79
Stabilisation,1455.5
Gaza-Israel Conflict,1424.82
Gaza-Israel Conflict,1293.1
Gaza-Israel Conflict,1328.02
Gaza-Israel Conflict,1396.17
Gaza-Israel Conflict,1438.77
Gaza-Israel Conflict,1600.05
Gaza-Israel Conflict,1585.3
Gaza-Israel Conflict,1520.32
Gaza-Israel Conflict,1491.86
Gaza-Israel Conflict,1351.51
Gaza-Israel Conflict,1437.63
Gaza-Israel Conflict,1433.3
Gaza-Israel Conflict,1612.58
Gaza-Israel Conflict,1564.52
Pre-Iran Escalation,1386.53
Pre-Iran Escalation,1481.48
Pre-Iran Escalation,1561.41
Pre-Iran Escalation,1582.7
Pre-Iran Escalation,1642.93
Pre-Iran Escalation,1650.07
Pre-Iran Escalation,1407.7
Pre-Iran Escalation,1619.79
Pre-Iran Escalation,1543.09
Pre-Iran Escalation,1460.09
Pre-Iran Escalation,1380.25
Pre-Iran Escalation,1597.35
US-Iran War Conflict,2811.93
US-Iran War Conflict,2900.5
US-Iran War Conflict,3503.2
US-Iran War Conflict,4329.36
Pre-Pandemic Baseline,400.87
Pre-Pandemic Baseline,458.99
Pre-Pandemic Baseline,447.04
Pre-Pandemic Baseline,385.94
Pre-Pandemic Baseline,411.75
Pre-Pandemic Baseline,396.83
Pre-Pandemic Baseline,433.12
Pre-Pandemic Baseline,429.11
Pre-Pandemic Baseline,413.88
Pre-Pandemic Baseline,436.44
Pre-Pandemic Baseline,433.48
Pre-Pandemic Baseline,460.37
Pre-Pandemic Baseline,431.13
Pre-Pandemic Baseline,435.07
COVID-19 Collapse,100.54
COVID-19 Collapse,138.29
COVID-19 Collapse,101.0
COVID-19 Collapse,139.37
COVID-19 Collapse,165.02
COVID-19 Collapse,195.72
COVID-19 Collapse,158.75
COVID-19 Collapse,111.24
COVID-19 Collapse,149.75
COVID-19 Collapse,110.3
COVID-19 Collapse,250.93
COVID-19 Collapse,213.28
COVID-19 Collapse,154.92
COVID-19 Collapse,187.23
COVID-19 Collapse,262.01
Recovery & Surge,472.69
Recovery & Surge,480.43
Recovery & Surge,506.29
Recovery & Surge,519.19
Recovery & Surge,566.48
Recovery & Surge,553.61
Recovery & Surge,503.44
Recovery & Surge,514.83
Recovery & Surge,566.4
Ukraine War Shock,654.82
Ukraine War Shock,713.88
Ukraine War Shock,629.78
Ukraine War Shock,674.77
Ukraine War Shock,589.82
Ukraine War Shock,619.03
Ukraine War Shock,658.32
Ukraine War Shock,587.02
Ukraine War Shock,616.82
Ukraine War Shock,684.16
Stabilisation,461.45
Stabilisation,526.43
Stabilisation,497.81
Stabilisation,442.74
Stabilisation,499.81
Stabilisation,494.37
Stabilisation,435.5
Stabilisation,500.44
Stabilisation,459.37
Gaza-Israel Conflict,417.88
Gaza-Israel Conflict,418.2
Gaza-Israel Conflict,513.62
Gaza-Israel Conflict,456.13
Gaza-Israel Conflict,509.56
Gaza-Israel Conflict,485.88
Gaza-Israel Conflict,430.52
Gaza-Israel Conflict,459.3
Gaza-Israel Conflict,497.72
Gaza-Israel Conflict,460.51
Gaza-Israel Conflict,465.87
Gaza-Israel Conflict,435.41
Gaza-Israel Conflict,540.73
Gaza-Israel Conflict,504.62
Pre-Iran Escalation,476.98
Pre-Iran Escalation,483.39
Pre-Iran Escalation,582.93
Pre-Iran Escalation,556.73
Pre-Iran Escalation,513.24
Pre-Iran Escalation,539.65
Pre-Iran Escalation,460.14
Pre-Iran Escalation,472.67
Pre-Iran Escalation,482.91
Pre-Iran Escalation,482.91
Pre-Iran Escalation,484.46
Pre-Iran Escalation,519.71
US-Iran War Conflict,847.33
US-Iran War Conflict,1124.55
US-Iran War Conflict,1345.3
US-Iran War Conflict,1365.13
Pre-Pandemic Baseline,64.44
Pre-Pandemic Baseline,61.5
Pre-Pandemic Baseline,70.44
Pre-Pandemic Baseline,67.98
Pre-Pandemic Baseline,60.49
Pre-Pandemic Baseline,58.84
Pre-Pandemic Baseline,65.33
Pre-Pandemic Baseline,69.27
Pre-Pandemic Baseline,66.3
Pre-Pandemic Baseline,65.71
Pre-Pandemic Baseline,68.03
Pre-Pandemic Baseline,68.92
Pre-Pandemic Baseline,65.21
Pre-Pandemic Baseline,61.37
COVID-19 Collapse,15.78
COVID-19 Collapse,26.32
COVID-19 Collapse,16.63
COVID-19 Collapse,17.73
COVID-19 Collapse,24.84
COVID-19 Collapse,23.72
COVID-19 Collapse,16.67
COVID-19 Collapse,22.87
COVID-19 Collapse,19.99
COVID-19 Collapse,20.94
COVID-19 Collapse,33.1
COVID-19 Collapse,40.04
COVID-19 Collapse,35.29
COVID-19 Collapse,33.18
COVID-19 Collapse,26.42
Recovery & Surge,73.92
Recovery & Surge,82.78
Recovery & Surge,79.37
Recovery & Surge,68.42
Recovery & Surge,95.51
Recovery & Surge,90.89
Recovery & Surge,88.86
Recovery & Surge,83.25
Recovery & Surge,67.91
Ukraine War Shock,112.47
Ukraine War Shock,101.63
Ukraine War Shock,96.5
Ukraine War Shock,103.33
Ukraine War Shock,91.41
Ukraine War Shock,98.52
Ukraine War Shock,98.63
Ukraine War Shock,92.36
Ukraine War Shock,93.8
Ukraine War Shock,94.41
Stabilisation,73.37
Stabilisation,60.6
Stabilisation,72.42
Stabilisation,70.72
Stabilisation,78.49
Stabilisation,72.67
Stabilisation,63.6
Stabilisation,76.12
Stabilisation,72.37
Gaza-Israel Conflict,66.24
Gaza-Israel Conflict,58.17
Gaza-Israel Conflict,68.44
Gaza-Israel Conflict,61.67
Gaza-Israel Conflict,69.07
Gaza-Israel Conflict,76.07
Gaza-Israel Conflict,65.29
Gaza-Israel Conflict,61.48
Gaza-Israel Conflict,69.34
Gaza-Israel Conflict,72.24
Gaza-Israel Conflict,69.98
Gaza-Israel Conflict,70.27
Gaza-Israel Conflict,70.17
Gaza-Israel Conflict,72.88
Pre-Iran Escalation,73.47
Pre-Iran Escalation,68.37
Pre-Iran Escalation,72.26
Pre-Iran Escalation,85.93
Pre-Iran Escalation,76.45
Pre-Iran Escalation,85.58
Pre-Iran Escalation,62.58
Pre-Iran Escalation,73.72
Pre-Iran Escalation,64.49
Pre-Iran Escalation,76.91
Pre-Iran Escalation,67.89
Pre-Iran Escalation,68.58
US-Iran War Conflict,127.85
US-Iran War Conflict,154.73
US-Iran War Conflict,162.6
US-Iran War Conflict,216.35
Pre-Pandemic Baseline,142.66
Pre-Pandemic Baseline,145.14
Pre-Pandemic Baseline,131.63
Pre-Pandemic Baseline,145.43
Pre-Pandemic Baseline,132.14
Pre-Pandemic Baseline,126.13
Pre-Pandemic Baseline,146.51
Pre-Pandemic Baseline,149.88
Pre-Pandemic Baseline,126.36
Pre-Pandemic Baseline,145.82
Pre-Pandemic Baseline,134.06
Pre-Pandemic Baseline,134.49
Pre-Pandemic Baseline,142.21
Pre-Pandemic Baseline,125.77
COVID-19 Collapse,50.83
COVID-19 Collapse,31.03
COVID-19 Collapse,33.64
COVID-19 Collapse,65.79
COVID-19 Collapse,51.45
COVID-19 Collapse,46.46
COVID-19 Collapse,55.05
COVID-19 Collapse,37.16
COVID-19 Collapse,37.59
COVID-19 Collapse,56.89
COVID-19 Collapse,82.2
COVID-19 Collapse,88.62
COVID-19 Collapse,67.7
COVID-19 Collapse,71.52
COVID-19 Collapse,66.61
Recovery & Surge,154.05
Recovery & Surge,150.11
Recovery & Surge,179.29
Recovery & Surge,178.5
Recovery & Surge,169.05
Recovery & Surge,180.56
Recovery & Surge,182.39
Recovery & Surge,158.83
Recovery & Surge,160.7
Ukraine War Shock,233.5
Ukraine War Shock,209.11
Ukraine War Shock,205.1
Ukraine War Shock,194.46
Ukraine War Shock,189.91
Ukraine War Shock,226.16
Ukraine War Shock,205.9
Ukraine War Shock,188.36
Ukraine War Shock,196.27
Ukraine War Shock,192.31
Stabilisation,138.07
Stabilisation,143.31
Stabilisation,177.53
Stabilisation,140.42
Stabilisation,161.58
Stabilisation,158.9
Stabilisation,132.45
Stabilisation,147.47
Stabilisation,155.47
Gaza-Israel Conflict,141.81
Gaza-Israel Conflict,151.96
Gaza-Israel Conflict,138.23
Gaza-Israel Conflict,139.04
Gaza-Israel Conflict,129.35
Gaza-Israel Conflict,144.6
Gaza-Israel Conflict,154.27
Gaza-Israel Conflict,153.55
Gaza-Israel Conflict,144.0
Gaza-Israel Conflict,144.69
Gaza-Israel Conflict,141.32
Gaza-Israel Conflict,142.38
Gaza-Israel Conflict,160.78
Gaza-Israel Conflict,143.01
Pre-Iran Escalation,152.07
Pre-Iran Escalation,157.57
Pre-Iran Escalation,141.84
Pre-Iran Escalation,179.34
Pre-Iran Escalation,175.68
Pre-Iran Escalation,170.16
Pre-Iran Escalation,157.06
Pre-Iran Escalation,165.48
Pre-Iran Escalation,161.57
Pre-Iran Escalation,158.55
Pre-Iran Escalation,175.23
Pre-Iran Escalation,161.86
US-Iran War Conflict,353.55
US-Iran War Conflict,318.63
US-Iran War Conflict,319.96
US-Iran War Conflict,382.11
Pre-Pandemic Baseline,2650.56
Pre-Pandemic Baseline,2656.31
Pre-Pandemic Baseline,2546.31
Pre-Pandemic Baseline,2456.39
Pre-Pandemic Baseline,2755.64
Pre-Pandemic Baseline,2549.22
Pre-Pandemic Baseline,2722.66
Pre-Pandemic Baseline,2484.85
Pre-Pandemic Baseline,2614.96
Pre-Pandemic Baseline,2718.71
Pre-Pandemic Baseline,2717.99
Pre-Pandemic Baseline,2689.76
Pre-Pandemic Baseline,2498.56
Pre-Pandemic Baseline,2360.4
COVID-19 Collapse,939.24
COVID-19 Collapse,815.71
COVID-19 Collapse,589.4
COVID-19 Collapse,818.28
COVID-19 Collapse,744.46
COVID-19 Collapse,1158.63
COVID-19 Collapse,1274.11
COVID-19 Collapse,913.51
COVID-19 Collapse,1248.7
COVID-19 Collapse,937.2
COVID-19 Collapse,1404.59
COVID-19 Collapse,1208.23
COVID-19 Collapse,1200.79
COVID-19 Collapse,1649.24
COVID-19 Collapse,1251.32
Recovery & Surge,3418.71
Recovery & Surge,3301.33
Recovery & Surge,3219.3
Recovery & Surge,3190.65
Recovery & Surge,3200.82
Recovery & Surge,3663.8
Recovery & Surge,3303.75
Recovery & Surge,3471.69
Recovery & Surge,3257.0
Ukraine War Shock,4331.67
Ukraine War Shock,4501.31
Ukraine War Shock,3979.95
Ukraine War Shock,4054.72
Ukraine War Shock,3439.73
Ukraine War Shock,3916.13
Ukraine War Shock,3740.42
Ukraine War Shock,3946.2
Ukraine War Shock,3941.1
Ukraine War Shock,4008.03
Stabilisation,3009.32
Stabilisation,2759.41
Stabilisation,2778.64
Stabilisation,2832.6
Stabilisation,2863.81
Stabilisation,3344.12
Stabilisation,2975.77
Stabilisation,3231.3
Stabilisation,2700.54
Gaza-Israel Conflict,2858.87
Gaza-Israel Conflict,2677.09
Gaza-Israel Conflict,3043.99
Gaza-Israel Conflict,2962.84
Gaza-Israel Conflict,2757.79
Gaza-Israel Conflict,2791.91
Gaza-Israel Conflict,3039.26
Gaza-Israel Conflict,3378.77
Gaza-Israel Conflict,2897.9
Gaza-Israel Conflict,2847.58
Gaza-Israel Conflict,3140.81
Gaza-Israel Conflict,3040.81
Gaza-Israel Conflict,3402.11
Gaza-Israel Conflict,3232.77
Pre-Iran Escalation,3111.47
Pre-Iran Escalation,3219.1
Pre-Iran Escalation,3005.36
Pre-Iran Escalation,3112.05
Pre-Iran Escalation,2838.17
Pre-Iran Escalation,2860.7
Pre-Iran Escalation,2744.09
Pre-Iran Escalation,2952.55
Pre-Iran Escalation,2888.6
Pre-Iran Escalation,3062.67
Pre-Iran Escalation,3309.19
Pre-Iran Escalation,3266.95
US-Iran War Conflict,5772.96
US-Iran War Conflict,7226.32
US-Iran War Conflict,5549.89
US-Iran War Conflict,9219.08
Pre-Pandemic Baseline,1478.92
Pre-Pandemic Baseline,1520.93
Pre-Pandemic Baseline,1270.24
Pre-Pandemic Baseline,1434.53
Pre-Pandemic Baseline,1392.73
Pre-Pandemic Baseline,1306.62
Pre-Pandemic Baseline,1280.27
Pre-Pandemic Baseline,1329.93
Pre-Pandemic Baseline,1491.17
Pre-Pandemic Baseline,1352.85
Pre-Pandemic Baseline,1440.2
Pre-Pandemic Baseline,1377.77
Pre-Pandemic Baseline,1411.18
Pre-Pandemic Baseline,1290.51
COVID-19 Collapse,416.9
COVID-19 Collapse,490.05
COVID-19 Collapse,490.92
COVID-19 Collapse,651.03
COVID-19 Collapse,500.91
COVID-19 Collapse,438.53
COVID-19 Collapse,613.78
COVID-19 Collapse,363.95
COVID-19 Collapse,595.46
COVID-19 Collapse,413.28
COVID-19 Collapse,582.94
COVID-19 Collapse,805.03
COVID-19 Collapse,468.37
COVID-19 Collapse,658.08
COVID-19 Collapse,643.34
Recovery & Surge,1647.8
Recovery & Surge,1831.53
Recovery & Surge,1699.18
Recovery & Surge,1755.71
Recovery & Surge,1878.17
Recovery & Surge,1775.34
Recovery & Surge,1975.2
Recovery & Surge,1900.0
Recovery & Surge,1811.87
Ukraine War Shock,2347.85
Ukraine War Shock,2324.92
Ukraine War Shock,2189.02
Ukraine War Shock,2267.37
Ukraine War Shock,1985.82
Ukraine War Shock,2078.16
Ukraine War Shock,2067.35
Ukraine War Shock,2134.04
Ukraine War Shock,2161.52
Ukraine War Shock,2070.83
Stabilisation,1584.87
Stabilisation,1402.49
Stabilisation,1677.1
Stabilisation,1564.95
Stabilisation,1734.97
Stabilisation,1612.65
Stabilisation,1496.43
Stabilisation,1875.02
Stabilisation,1410.57
Gaza-Israel Conflict,1410.64
Gaza-Israel Conflict,1515.93
Gaza-Israel Conflict,1752.61
Gaza-Israel Conflict,1715.72
Gaza-Israel Conflict,1457.74
Gaza-Israel Conflict,1565.0
Gaza-Israel Conflict,1584.78
Gaza-Israel Conflict,1458.01
Gaza-Israel Conflict,1639.01
Gaza-Israel Conflict,1435.07
Gaza-Israel Conflict,1744.65
Gaza-Israel Conflict,1446.55
Gaza-Israel Conflict,1558.41
Gaza-Israel Conflict,1633.49
Pre-Iran Escalation,1477.41
Pre-Iran Escalation,1533.41
Pre-Iran Escalation,1677.17
Pre-Iran Escalation,1634.82
Pre-Iran Escalation,1837.92
Pre-Iran Escalation,1563.7
Pre-Iran Escalation,1658.31
Pre-Iran Escalation,1733.26
Pre-Iran Escalation,1666.99
Pre-Iran Escalation,1855.72
Pre-Iran Escalation,1530.27
Pre-Iran Escalation,1506.9
US-Iran War Conflict,3596.42
US-Iran War Conflict,2852.83
US-Iran War Conflict,3470.61
US-Iran War Conflict,3841.01
Pre-Pandemic Baseline,393.93
Pre-Pandemic Baseline,466.04
Pre-Pandemic Baseline,470.56
Pre-Pandemic Baseline,403.82
Pre-Pandemic Baseline,518.18
Pre-Pandemic Baseline,435.21
Pre-Pandemic Baseline,477.92
Pre-Pandemic Baseline,513.66
Pre-Pandemic Baseline,459.34
Pre-Pandemic Baseline,461.11
Pre-Pandemic Baseline,389.35
Pre-Pandemic Baseline,413.76
Pre-Pandemic Baseline,471.07
Pre-Pandemic Baseline,432.48
COVID-19 Collapse,156.99
COVID-19 Collapse,145.59
COVID-19 Collapse,132.16
COVID-19 Collapse,179.9
COVID-19 Collapse,206.54
COVID-19 Collapse,190.03
COVID-19 Collapse,239.41
COVID-19 Collapse,220.03
COVID-19 Collapse,149.83
COVID-19 Collapse,118.13
COVID-19 Collapse,179.39
COVID-19 Collapse,255.73
COVID-19 Collapse,178.43
COVID-19 Collapse,247.12
COVID-19 Collapse,258.98
Recovery & Surge,552.49
Recovery & Surge,606.42
Recovery & Surge,545.66
Recovery & Surge,545.93
Recovery & Surge,591.15
Recovery & Surge,657.84
Recovery & Surge,637.13
Recovery & Surge,590.85
Recovery & Surge,520.45
Ukraine War Shock,660.04
Ukraine War Shock,725.6
Ukraine War Shock,657.07
Ukraine War Shock,754.98
Ukraine War Shock,607.52
Ukraine War Shock,737.55
Ukraine War Shock,644.1
Ukraine War Shock,591.78
Ukraine War Shock,682.57
Ukraine War Shock,656.41
Stabilisation,531.67
Stabilisation,466.65
Stabilisation,545.79
Stabilisation,514.24
Stabilisation,579.38
Stabilisation,563.57
Stabilisation,497.46
Stabilisation,468.7
Stabilisation,487.67
Gaza-Israel Conflict,474.25
Gaza-Israel Conflict,449.71
Gaza-Israel Conflict,509.68
Gaza-Israel Conflict,492.28
Gaza-Israel Conflict,537.84
Gaza-Israel Conflict,472.59
Gaza-Israel Conflict,563.19
Gaza-Israel Conflict,443.1
Gaza-Israel Conflict,470.0
Gaza-Israel Conflict,528.58
Gaza-Israel Conflict,530.29
Gaza-Israel Conflict,542.7
Gaza-Israel Conflict,533.97
Gaza-Israel Conflict,543.16
Pre-Iran Escalation,454.25
Pre-Iran Escalation,485.54
Pre-Iran Escalation,556.12
Pre-Iran Escalation,552.71
Pre-Iran Escalation,514.15
Pre-Iran Escalation,468.79
Pre-Iran Escalation,465.03
Pre-Iran Escalation,505.59
Pre-Iran Escalation,491.12
Pre-Iran Escalation,587.53
Pre-Iran Escalation,610.98
Pre-Iran Escalation,523.69
US-Iran War Conflict,1200.14
US-Iran War Conflict,1091.42
US-Iran War Conflict,1267.19
US-Iran War Conflict,1564.41
Pre-Pandemic Baseline,75.06
Pre-Pandemic Baseline,81.55
Pre-Pandemic Baseline,80.66
Pre-Pandemic Baseline,78.99
Pre-Pandemic Baseline,85.89
Pre-Pandemic Baseline,79.93
Pre-Pandemic Baseline,78.43
Pre-Pandemic Baseline,88.38
Pre-Pandemic Baseline,82.76
Pre-Pandemic Baseline,74.72
Pre-Pandemic Baseline,74.75
Pre-Pandemic Baseline,69.88
Pre-Pandemic Baseline,88.02
Pre-Pandemic Baseline,73.38
COVID-19 Collapse,29.03
COVID-19 Collapse,34.32
COVID-19 Collapse,17.92
COVID-19 Collapse,28.79
COVID-19 Collapse,33.79
COVID-19 Collapse,25.77
COVID-19 Collapse,31.3
COVID-19 Collapse,37.26
COVID-19 Collapse,23.06
COVID-19 Collapse,38.84
COVID-19 Collapse,27.02
COVID-19 Collapse,27.79
COVID-19 Collapse,37.5
COVID-19 Collapse,49.12
COVID-19 Collapse,39.74
Recovery & Surge,99.64
Recovery & Surge,104.21
Recovery & Surge,110.67
Recovery & Surge,84.44
Recovery & Surge,103.14
Recovery & Surge,124.81
Recovery & Surge,99.02
Recovery & Surge,86.57
Recovery & Surge,109.67
Ukraine War Shock,128.2
Ukraine War Shock,126.83
Ukraine War Shock,140.21
Ukraine War Shock,127.21
Ukraine War Shock,116.5
Ukraine War Shock,130.99
Ukraine War Shock,105.13
Ukraine War Shock,119.55
Ukraine War Shock,117.61
Ukraine War Shock,113.84
Stabilisation,88.36
Stabilisation,94.49
Stabilisation,90.1
Stabilisation,97.81
Stabilisation,80.71
Stabilisation,97.61
Stabilisation,91.33
Stabilisation,96.64
Stabilisation,79.45
Gaza-Israel Conflict,91.6
Gaza-Israel Conflict,91.83
Gaza-Israel Conflict,77.52
Gaza-Israel Conflict,84.19
Gaza-Israel Conflict,81.13
Gaza-Israel Conflict,94.58
Gaza-Israel Conflict,87.93
Gaza-Israel Conflict,89.78
Gaza-Israel Conflict,99.51
Gaza-Israel Conflict,86.56
Gaza-Israel Conflict,99.53
Gaza-Israel Conflict,79.69
Gaza-Israel Conflict,95.63
Gaza-Israel Conflict,104.48
Pre-Iran Escalation,81.82
Pre-Iran Escalation,86.07
Pre-Iran Escalation,99.32
Pre-Iran Escalation,92.36
Pre-Iran Escalation,101.36
Pre-Iran Escalation,93.82
Pre-Iran Escalation,93.03
Pre-Iran Escalation,87.59
Pre-Iran Escalation,83.75
Pre-Iran Escalation,87.65
Pre-Iran Escalation,85.74
Pre-Iran Escalation,81.46
US-Iran War Conflict,175.11
US-Iran War Conflict,176.98
US-Iran War Conflict,182.91
US-Iran War Conflict,246.45
Pre-Pandemic Baseline,165.1
Pre-Pandemic Baseline,170.52
Pre-Pandemic Baseline,164.55
Pre-Pandemic Baseline,172.8
Pre-Pandemic Baseline,166.52
Pre-Pandemic Baseline,193.87
Pre-Pandemic Baseline,167.58
Pre-Pandemic Baseline,167.75
Pre-Pandemic Baseline,181.46
Pre-Pandemic Baseline,164.24
Pre-Pandemic Baseline,165.38
Pre-Pandemic Baseline,158.54
Pre-Pandemic Baseline,171.52
Pre-Pandemic Baseline,180.75
COVID-19 Collapse,38.33
COVID-19 Collapse,65.62
COVID-19 Collapse,65.27
COVID-19 Collapse,81.67
COVID-19 Collapse,83.55
COVID-19 Collapse,51.91
COVID-19 Collapse,89.24
COVID-19 Collapse,44.94
COVID-19 Collapse,59.6
COVID-19 Collapse,64.82
COVID-19 Collapse,57.24
COVID-19 Collapse,108.4
COVID-19 Collapse,62.13
COVID-19 Collapse,81.25
COVID-19 Collapse,78.85
Recovery & Surge,212.05
Recovery & Surge,205.93
Recovery & Surge,194.73
Recovery & Surge,196.25
Recovery & Surge,229.89
Recovery & Surge,231.22
Recovery & Surge,231.91
Recovery & Surge,197.49
Recovery & Surge,202.43
Ukraine War Shock,307.4
Ukraine War Shock,313.19
Ukraine War Shock,263.5
Ukraine War Shock,245.9
Ukraine War Shock,217.17
Ukraine War Shock,275.93
Ukraine War Shock,232.8
Ukraine War Shock,286.79
Ukraine War Shock,262.64
Ukraine War Shock,277.08
Stabilisation,168.4
Stabilisation,195.97
Stabilisation,189.97
Stabilisation,211.54
Stabilisation,178.21
Stabilisation,199.77
Stabilisation,180.1
Stabilisation,213.66
Stabilisation,179.46
Gaza-Israel Conflict,188.32
Gaza-Israel Conflict,168.16
Gaza-Israel Conflict,200.31
Gaza-Israel Conflict,193.73
Gaza-Israel Conflict,204.37
Gaza-Israel Conflict,205.3
Gaza-Israel Conflict,180.79
Gaza-Israel Conflict,183.64
Gaza-Israel Conflict,213.56
Gaza-Israel Conflict,193.63
Gaza-Israel Conflict,206.07
Gaza-Israel Conflict,192.96
Gaza-Israel Conflict,211.45
Gaza-Israel Conflict,205.54
Pre-Iran Escalation,200.57
Pre-Iran Escalation,181.88
Pre-Iran Escalation,215.37
Pre-Iran Escalation,206.23
Pre-Iran Escalation,224.71
Pre-Iran Escalation,200.55
Pre-Iran Escalation,193.42
Pre-Iran Escalation,193.47
Pre-Iran Escalation,215.9
Pre-Iran Escalation,224.08
Pre-Iran Escalation,219.52
Pre-Iran Escalation,198.38
US-Iran War Conflict,418.28
US-Iran War Conflict,468.06
US-Iran War Conflict,528.71
US-Iran War Conflict,554.01
Pre-Pandemic Baseline,2676.39
Pre-Pandemic Baseline,2560.53
Pre-Pandemic Baseline,2576.12
Pre-Pandemic Baseline,2695.91
Pre-Pandemic Baseline,2589.09
Pre-Pandemic Baseline,2424.84
Pre-Pandemic Baseline,2313.41
Pre-Pandemic Baseline,2586.15
Pre-Pandemic Baseline,2773.47
Pre-Pandemic Baseline,2613.29
Pre-Pandemic Baseline,2665.67
Pre-Pandemic Baseline,2796.38
Pre-Pandemic Baseline,2546.44
Pre-Pandemic Baseline,2765.94
COVID-19 Collapse,1086.15
COVID-19 Collapse,661.37
COVID-19 Collapse,999.89
COVID-19 Collapse,1161.64
COVID-19 Collapse,721.84
COVID-19 Collapse,759.72
COVID-19 Collapse,1023.92
COVID-19 Collapse,830.01
COVID-19 Collapse,981.55
COVID-19 Collapse,777.91
COVID-19 Collapse,767.66
COVID-19 Collapse,995.43
COVID-19 Collapse,1119.02
COVID-19 Collapse,1140.75
COVID-19 Collapse,1479.86
Recovery & Surge,3408.4
Recovery & Surge,3356.22
Recovery & Surge,2775.06
Recovery & Surge,3352.42
Recovery & Surge,3216.68
Recovery & Surge,3254.39
Recovery & Surge,3281.45
Recovery & Surge,3167.64
Recovery & Surge,2832.46
Ukraine War Shock,4230.33
Ukraine War Shock,4556.11
Ukraine War Shock,4037.9
Ukraine War Shock,4110.88
Ukraine War Shock,3666.38
Ukraine War Shock,3691.6
Ukraine War Shock,3487.86
Ukraine War Shock,3671.38
Ukraine War Shock,3586.42
Ukraine War Shock,3701.24
Stabilisation,2973.11
Stabilisation,2862.1
Stabilisation,2869.15
Stabilisation,3253.75
Stabilisation,2831.84
Stabilisation,3029.69
Stabilisation,2617.47
Stabilisation,3338.21
Stabilisation,2687.28
Gaza-Israel Conflict,2840.07
Gaza-Israel Conflict,2766.86
Gaza-Israel Conflict,2833.5
Gaza-Israel Conflict,3246.49
Gaza-Israel Conflict,2620.64
Gaza-Israel Conflict,2823.01
Gaza-Israel Conflict,3333.64
Gaza-Israel Conflict,2839.6
Gaza-Israel Conflict,2982.24
Gaza-Israel Conflict,2762.09
Gaza-Israel Conflict,2766.17
Gaza-Israel Conflict,3059.16
Gaza-Israel Conflict,3343.13
Gaza-Israel Conflict,3080.25
Pre-Iran Escalation,2553.3
Pre-Iran Escalation,3176.17
Pre-Iran Escalation,3166.45
